134	보어	21L1B	-0.218	28	27	200.0	196	181	12	3	.985	8.69	-0.24	0.00	0.00	0.00	-0.22	-0.46	-2.78	-1.70	-2.16	-0.047	-0.218
135	김호재	21삼1B	-0.235	80	13	213.0	129	96	31	2	.985	5.37	-1.86	0.00	0.00	0.00	0.15	-1.71	-9.62	-0.65	-2.36	-0.171	-0.235
136	노태형	21한1B	-0.243	12	10	75.0	62	56	4	2	.968	7.20	-1.67	0.00	0.00	0.00	-0.24	-1.91	-30.54	-0.49	-2.41	-0.193	-0.243
137	이원석	21삼1B	-0.250	123	120	870.0	287	146	136	5	.983	2.92	-4.24	0.00	0.00	0.00	1.55	-2.69	-3.70	0.18	-2.51	-0.268	-0.250
138	라모스	21L1B	-0.252	37	37	287.0	315	287	24	4	.987	9.75	0.20	0.00	0.00	0.00	-0.26	-0.06	-0.26	-2.48	-2.54	-0.006	-0.252
139	윤형준	21N1B	-0.269	25	11	103.0	104	91	7	6	.942	8.56	-0.81	0.00	0.00	0.00	-1.01	-1.82	-21.15	-0.89	-2.71	-0.181	-0.269
140	이원재	21N1B	-0.274	24	15	129.0	119	107	10	2	.983	8.16	-1.47	0.00	0.00	0.00	-0.16	-1.63	-15.13	-1.10	-2.73	-0.164	-0.274
141	이성곤	21삼한1B	-0.276	40	35	288.0	276	258	14	4	.986	8.50	-0.03	0.00	0.00	0.00	-0.26	-0.29	-1.21	-2.49	-2.79	-0.029	-0.276
142	김선빈	21K2B	-0.285	126	125	1017.2	520	206	307	7	.987	4.54	-5.92	0.00	0.00	0.00	1.26	-4.67	-5.49	1.78	-2.89	-0.460	-0.285
143	강한울	21삼2B	-0.293	122	50	550.2	182	64	109	9	.951	2.83	-4.23	0.00	0.00	0.00	-0.04	-4.27	-9.29	1.33	-2.94	-0.426	-0.293
144	안재석	21두2B	-0.295	94	55	481.1	247	96	138	13	.947	4.38	-4.07	0.00	0.00	0.00	-0.91	-4.98	-12.39	2.01	-2.97	-0.495	-0.295
